Pure static;;;Static compared;;;Dynamic compared;;;Converted to dynamic;;
;;;;;;;;;Was loaded 6 shaders.;1;
;;;;;;;;;FPS: 902;2;
;;;;;;;;;FPS: 1462;1;
;;;;;;;;;Texture | Loaded: assets/baked/document.nxtex;3;
;;;;;;;;;BaseCamera;1;
;;;;;;;;;FPS: 1286;2;
;;;;;;;;;ShaderManager | Was loaded 6 shaders.;3;
;;;;;;;;;FPS: 1013;2;
;;;;;;;;;FPS: 1087;1;
;;;;;;;;;Position;1;
;;;;;;;;;___;1;
;;;;;;;;;894;2;
;;;;;;;;;Spectator;1;
;;;;;;;;;FPS: 1427;3;
;;;;;;;;;CheckBox: Disabled ticks;2;
;;;;;;;;;Move down;1;
;;;;;;;;;Mapping was created: 'Move down';3;
;;;;;;;;;InputDevices;13;
;;;;;;;;;FireHydrant_LOD2;1;
;;;;;;;;;Move left;1;
;;;;;;;;;1465;1;
;;;;;;;;;Mapping was created: 'Move left';3;
;;;;;;;;;FPS: 1052;1;
;;;;;;;;;828;1;
;;;;;;;;;Z:;5;
;;;;;;;;;Move backward;1;
;;;;;;;;;18:18:32 [T] [ECS] Type 'class Core::Gui::BaseArray<struct Core::GraphicsComponentData::ModifierParam,class Core::<lambda_16_>,class Core::<lambda_17_> >' has been registered.;7;
;;;;;;;;;Mapping was created: 'Move backward';3;
;;;;;;;;;FPS: 773;1;
;;;;;;;;;FPS: 1345;10;
;;;;;;;;;18:18:32 [D] [Graphics] ShaderProgram | Creating of the shader program 'skybox' is started.;3;
;;;;;;;;;1058;1;
;;;;;;;;;FPS: 1208;2;
;;;;;;;;;Move up;1;
;;;;;;;;;FPS: 918;1;
;;;;;;;;;Mapping was created: 'Move up';3;
;;;;;;;;;Move right;1;
;;;;;;;;;18:18:32 [I] [Graphics] ShaderManager | Was found shader: grid;4;
;;;;;;;;;Mapping was created: 'Move forward';3;
;;;;;;;;;View;6;
;;;;;;;;;FPS: 1465;1;
;;;;;;;;;Input: Name;2;
;;;;;;;;;FPS: 905;1;
;;;;;;;;;960;1;
;;;;;;;;;mouseRotation;1;
;;;;;;;;;FPS: 1297;2;
;;;;;;;;;FireHydrant_LOD2 (StaticMesh);2;
;;;;;;;;;1335;5;
;;;;;;;;;Mapping was created: 'mouseRotation';3;
;;;;;;;;;H-Layout(W): Disabled ticks;1;
;;;;;;;;;Close editor;1;
;;;;;;;;;Mapping was created: 'Close editor';3;
;;;;;;;;;FPS: 1141;1;
;;;;;;;;;FPS: 1048;2;
;;;;;;;;;FPS: 1326;5;
;;;;;;;;;Toggle render mode;1;
;;;;;;;;;Mapping was created: 'Cancel action';3;
;;;;;;;;;891;1;
;;;;;;;;;Texture ID;1;
;;;;;;;;;mouseMove;1;
;;;;;;;;;Mapping was created: 'mouseMove';3;
;;;;;;;;;1271;6;
;;;;;;;;;selectObject;1;
;;;;;;;;;1486;1;
;;;;;;;;;18:18:32 [I] [Graphics] ShaderProgram | The shader program 'pickUpColorFiller' linked successfully.;3;
;;;;;;;;;4.6.0;1;
;;;;;;;;;1313;2;
;;;;;;;;;FPS: 720;1;
;;;;;;;;;460;1;
;;;;;;;;;FPS: 1312;6;
;;;;;;;;;Menu Bar;1;
;;;;;;;;;FPS: 876;2;
