Pure static;;;Static compared;;;Dynamic compared;;;Converted to dynamic;;
;;;;;;;;;Creating of the shader program 'outline' is started.;1;
;;;;;;;;;H-Layout(W): Origin;2;
;;;;;;;;;Type 'ListModelBased' has been registered.;3;
;;;;;;;;;Creating of the shader program 'grid' is started.;1;
;;;;;;;;;ShaderProgram | {};12;
;;;;;;;;;ShaderManager | Was found shader: skybox;3;
;;;;;;;;;Type 'ECSBaseComponentAdapter' has been registered.;3;
;;;;;;;;;Loading of: /home/valerii/workspace/Nexium/data/assets/baked/document.nxtex;1;
;;;;;;;;;selectObject;1;
;;;;;;;;;N4Core3Gui9BaseArrayINS_21GraphicsComponentData13ModifierParamENS_43_GraphicsModifiersArray_ArrayCellViewerFuncENS_37_GraphicsModifiersArray_ViewFetchFuncEEE: {};1;
;;;;;;;;;Was loaded 6 shaders.;1;
;;;;;;;;;H-Layout(RO): Shader name;2;
;;;;;;;;;17:43:37 [T] [Ecs] Type 'StaticMesh' has been registered.;4;
;;;;;;;;;Input: Parent;2;
;;;;;;;;;17:43:37 [T] [AssetsManager] Successfully preloaded. New status is: 'PreLoaded'. Asset: data/assets/baked/tree.nx;3;
